NAME,ID,SOURCE,QUOTE,PRECISION,CLASS,MEDICINE,TYPE,X,Y,LOCATION_ID,LOCATION_QUANTITY
宕州,211609,新修本草,贞观年中，以宕州新出，有得方数尺者，但重脆，不可全致之耳。,2,middle,雄黄,TRUE,104.28535,33.79811,138.08346,1
蔚州,hvd_110836,新修本草,今出蔚州、兰州、宣州、梓州，宣州者最好，块段细，时有腹中空者；蔚州、兰州者，片块大，色极深，无空腹者。,2,upper,空青,TRUE,114.22922,39.43774,153.66696,2
兰州,hvd_110793,新修本草,今出蔚州、兰州、宣州、梓州，宣州者最好，块段细，时有腹中空者；蔚州、兰州者，片块大，色极深，无空腹者。,2,upper,空青,TRUE,103.84714,36.04703,139.89417,2
宣州,hvd_32472,新修本草,今出蔚州、兰州、宣州、梓州，宣州者最好，块段细，时有腹中空者；蔚州、兰州者，片块大，色极深，无空腹者。,2,upper,空青,TRUE,118.7425,30.94694,149.68944,1
梓州,hvd_110817,新修本草,今出蔚州、兰州、宣州、梓州，宣州者最好，块段细，时有腹中空者；蔚州、兰州者，片块大，色极深，无空腹者。,2,upper,空青,TRUE,105.08757,31.09462,136.18219,3
徐州宗里山,33439,新修本草,隋时有化公者，所服亦名石脑，出徐州宗里山，初在烂石中，入土一丈以下得之，大如鸡卵，或如枣许，触着即散如面，黄白色，土人号为握雪【兴石】，云服之长生。,4,middle,石脑,TRUE,117.187683,34.269634,151.457317,2
蔚,hvd_110836,新修本草,曾青出蔚次鄂州，余州并不任用。,2,upper,曾青,TRUE,114.22922,39.43774,153.66696,2
鄂州,hvd_34369,新修本草,曾青出蔚次鄂州，余州并不任用。,2,upper,曾青,TRUE,114.30666,30.57367,144.88033,1
梓州,hvd_110817,新修本草,今出简州、梓州者好。,2,upper,白青,TRUE,105.08757,31.09462,136.18219,3
朱崖,hvd_34243,新修本草,朱崖巴南及林邑、扶南、舶上来者，形块大如拳，其色又青，腹中亦时有空者；武昌者，片块小、而色更佳；兰州、梓州者，形扁作片，而色浅也。,2,upper,扁青,continue,110.15652,20.26113,130.41765,1
巴南,hvd_111052,新修本草,朱崖巴南及林邑、扶南、舶上来者，形块大如拳，其色又青，腹中亦时有空者；武昌者，片块小、而色更佳；兰州、梓州者，形扁作片，而色浅也。,2,upper,扁青,TRUE,107.50009,31.22697,138.72706,1
林邑,hvd_110173,新修本草,朱崖巴南及林邑、扶南、舶上来者，形块大如拳，其色又青，腹中亦时有空者；武昌者，片块小、而色更佳；兰州、梓州者，形扁作片，而色浅也。,1,upper,扁青,TRUE,108.2739,15.788,124.0619,1
齐山,45022,新修本草,《经》言生齐山，齐山在齐州历城西北五六里，采访无阳起石，阳起石乃在齐山西北六七里卢山出之。,4,middle,阳起石,FALSE,117.00031,36.64912,153.64943,5
扶南,funan,新修本草,朱崖巴南及林邑、扶南、舶上来者，形块大如拳，其色又青，腹中亦时有空者；武昌者，片块小、而色更佳；兰州、梓州者，形扁作片，而色浅也。,1,upper,扁青,TRUE,105.28134,11.31922,116.60056,1
卢山,45022,新修本草,《经》言生齐山，齐山在齐州历城西北五六里，采访无阳起石，阳起石乃在齐山西北六七里卢山出之。,4,middle,阳起石,continue,117.00031,36.64912,153.64943,5
武昌,hvd_43425,新修本草,朱崖巴南及林邑、扶南、舶上来者，形块大如拳，其色又青，腹中亦时有空者；武昌者，片块小、而色更佳；兰州、梓州者，形扁作片，而色浅也。,3,upper,扁青,TRUE,114.87991,30.40272,145.28263,1
太山,taishan,新修本草,今太山、沂州唯有黑者，其白者独出齐州也。,4,middle,阳起石,TRUE,117.103175,36.2569183,153.3600933,4
兰州,hvd_110793,新修本草,朱崖巴南及林邑、扶南、舶上来者，形块大如拳，其色又青，腹中亦时有空者；武昌者，片块小、而色更佳；兰州、梓州者，形扁作片，而色浅也。 ,2,upper,扁青,TRUE,103.84714,36.04703,139.89417,2
沂州,212534,新修本草,今太山、沂州唯有黑者，其白者独出齐州也。,2,middle,阳起石,TRUE,118.331044,35.061193,153.392237,1
梓州,hvd_110817,新修本草,朱崖巴南及林邑、扶南、舶上来者，形块大如拳，其色又青，腹中亦时有空者；武昌者，片块小、而色更佳；兰州、梓州者，形扁作片，而色浅也。,2,upper,扁青,TRUE,105.08757,31.09462,136.18219,3
蒲州虞乡县东亭谷窟及薛集窟,hvd_95487,新修本草,真者出蒲州虞乡县东亭谷窟及薛集窟中，有块如鸡卵者为真。 ,4,upper,石胆,TRUE,110.61755,34.85941,145.47696,1
同州韩城,70313,新修本草,今出同州韩城，色青黄，理如云母为良；,3,middle,凝水石,TRUE,110.43764,35.46594,145.90358,1
澄城,70310,新修本草,出澄城者，斜理文色白为劣也。,3,middle,凝水石,TRUE,109.93044,35.19091,145.12135,1
始兴,hvd_92233,新修本草,钟乳第一始兴，其次广、连、澧、朗、郴等州者，虽浓而光润可爱，饵之并佳。今峡州、青溪、房州三洞出者，亚于始兴。,2,upper,石钟乳,continue,113.60342,24.81021,138.41363,2
广,hvd_34093,新修本草,钟乳第一始兴，其次广、连、澧、朗、郴等州者，虽浓而光润可爱，饵之并佳。今峡州、青溪、房州三洞出者，亚于始兴。,2,upper,石钟乳,TRUE,113.25607,23.13462,136.39069,3
连,hvd_34083,新修本草,钟乳第一始兴，其次广、连、澧、朗、郴等州者，虽浓而光润可爱，饵之并佳。今峡州、青溪、房州三洞出者，亚于始兴。,2,upper,石钟乳,TRUE,112.37812,24.7797,137.15782,1
朗,hvd_32878,新修本草,钟乳第一始兴，其次广、连、澧、朗、郴等州者，虽浓而光润可爱，饵之并佳。今峡州、青溪、房州三洞出者，亚于始兴。,2,upper,石钟乳,TRUE,111.6913,29.03481,140.72611,1
峡州,hvd_34457,新修本草,钟乳第一始兴，其次广、连、澧、朗、郴等州者，虽浓而光润可爱，饵之并佳。今峡州、青溪、房州三洞出者，亚于始兴。,2,upper,石钟乳,TRUE,111.28712,30.70423,141.99135,1
房州,hvd_34484,新修本草,钟乳第一始兴，其次广、连、澧、朗、郴等州者，虽浓而光润可爱，饵之并佳。今峡州、青溪、房州三洞出者，亚于始兴。,2,upper,石钟乳,TRUE,110.72715,32.05897,142.78612,3
卢山,45022,新修本草,今卢山亦无此物，见出襄州西泛水侧也。,4,middle,理石,FALSE,117.00031,36.64912,153.64943,5
襄州西泛水侧,34356,新修本草,今卢山亦无此物，见出襄州西泛水侧也。,4,middle,理石,TRUE,112.158699,32.026524,144.185223,1
蜀郡平泽,211047,神农本草经,生蜀郡平泽，采无时。,2,lower,青琅_,TRUE,104.075475,30.665916,134.741391,2
长子山谷,95323,神农本草经,生长子山谷及太山、临淄，采无时。,3,middle,长石,TRUE,112.863149,36.116395,148.979544,1
益州山谷,hvd_113523,神农本草经,生益州山谷及武都、陇西、西羌，采无时。,1,upper,硝石,TRUE,104.078,30.65039,134.72839,4
太山,taishan,神农本草经,生长子山谷及太山、临淄，采无时。,4,middle,长石,TRUE,117.103175,36.2569183,153.3600933,11
武都,hvd_110180,神农本草经,生益州山谷及武都、陇西、西羌，采无时。,2,upper,硝石,TRUE,104.92928,33.39484,138.32412,1
临淄,85234,神农本草经,生长子山谷及太山、临淄，采无时。,3,middle,长石,TRUE,118.37041,36.86401,155.23442,1
陇西,hvd_110181,神农本草经,生益州山谷及武都、陇西、西羌，采无时。,2,upper,硝石,TRUE,104.65988,34.9836,139.64348,1
汉中山谷,211672,神农本草经,生汉中山谷及少室，采无时。,2,lower,【兴石】石,TRUE,107.036067,33.072893,140.10896,2
西羌,qiangdao,神农本草经,生益州山谷及武都、陇西、西羌，采无时。,1,upper,硝石,TRUE,104.28436,33.62903,137.91339,3
少室,songshan,神农本草经,生汉中山谷及少室，采无时。,4,lower,【兴石】石,TRUE,112.9865424,34.5196623,147.5062047,3
益州川谷,211050,神农本草经,生益州川谷。,1,middle,肤青,TRUE,104.286183,30.994009,135.280192,2
牧羊平泽,212614,神农本草经,生牧羊平泽及枋城、或析城，采无时。,4,middle,铁落,TRUE,118.340384,34.636984,152.977368,2
枋城,fangcheng,神农本草经,生牧羊平泽及枋城、或析城，采无时。,3,middle,铁落,TRUE,114.2266873,35.6444798,149.8711671,1
河西山谷,hexi,神农本草经,生河西山谷，及陇西武都、石门，采无时。,1,upper,矾石,TRUE,101.5818192,35.3002082,136.8820274,2
析城,xicheng,神农本草经,生牧羊平泽及枋城、或析城，采无时。,3,middle,铁落,TRUE,112.3607073,35.4653663,147.8260736,1
陇西武都,hvd_112802,神农本草经,生河西山谷，及陇西武都、石门，采无时。,2,upper,矾石,TRUE,105.21498,33.95291,139.16789,2
石门,hvd_112802,神农本草经,生河西山谷，及陇西武都、石门，采无时。,3,upper,矾石,TRUE,105.21498,33.95291,139.16789,2
赭阳山谷,hvd_82783,神农本草经,生赭阳山谷，及太山之阴，或掖北白山，或卷山，采无时。,3,upper,滑石,TRUE,113.02336,33.25974,146.2831,1
西城,200069,神农本草经,生西城，采无时。,3,lower,特【兴石】石,TRUE,109.01698,32.70456,141.72154,2
太山之阴,taishan,神农本草经,生赭阳山谷，及太山之阴，或掖北白山，或卷山，采无时。,4,upper,滑石,TRUE,117.103175,36.2569183,153.3600933,11
掖北白山,hvd_85433,神农本草经,生赭阳山谷，及太山之阴，或掖北白山，或卷山，采无时。,4,upper,滑石,TRUE,119.938,37.17543,157.11343,1
卷山,hvd_82523,神农本草经,生赭阳山谷，及太山之阴，或掖北白山，或卷山，采无时。,4,upper,滑石,TRUE,113.78767,35.03897,148.82664,1
西城,200069,神农本草经,生西城，采无时。,3,lower,苍石,TRUE,109.01698,32.70456,141.72154,2
太山山谷,taishan,神农本草经,生太山山谷，采无时。,4,upper,紫石英,TRUE,117.103175,36.2569183,153.3600933,11
齐国山谷,210495,神农本草经,生齐国山谷，赤红青色，如鸡冠有泽，染爪甲不渝者良，采无时。,1,lower,代赭,TRUE,118.344592,36.851221,155.195813,1
太山,taishan,神农本草经,生华阴山谷，及太山，大如指，长二、三寸，六面如削，白澈有光。,4,upper,白石英,TRUE,117.103175,36.2569183,153.3600933,11
齐区山及海崖,hvd_115689,神农本草经,生齐区山及海崖，采无时。,1,upper,青石脂,TRUE,118.28753,36.80961,155.09714,1
河东盐池,yanchi,神农本草经,生河东盐池。,4,lower,卤咸,TRUE,111.0076,35.0264,146.034,2
射阳,hvd_42737,神农本草经,射阳、及太山之阴，采无时。,3,upper,青石脂,TRUE,119.61617,33.305,152.92117,1
太山之阴,taishan,神农本草经,射阳、及太山之阴，采无时。,4,upper,青石脂,TRUE,117.103175,36.2569183,153.3600933,11
邯郸,87010,神农本草经,生邯郸及河东池泽。,3,lower,大盐,TRUE,114.47204,36.59347,151.06551,3
河东池泽,yanchi,神农本草经,生邯郸及河东池泽。,4,lower,大盐,TRUE,111.0076,35.0264,146.034,2
西羌北地,qiangdao,神农本草经,一名胡盐，生胡盐山，及西羌北地，及酒泉福禄城东南角。,1,lower,戎盐,TRUE,104.28436,33.62903,137.91339,3
酒泉福禄城东南角,211885,神农本草经,一名胡盐，生胡盐山，及西羌北地，及酒泉福禄城东南角。,4,lower,戎盐,TRUE,98.510691,39.743699,138.25439,1
嵩高山,songshan,神农本草经,生嵩高山，色如莺雏，采无时。,4,upper,黄石脂,TRUE,112.9865424,34.5196623,147.5062047,3
北海,210521,神农本草经,北海青，南海赤。十月采。,2,lower,戎盐,TRUE,118.88799,36.630444,155.518434,1
太山之阴,taishan,神农本草经,生太山之阴，采无时。,4,upper,白石脂,TRUE,117.103175,36.2569183,153.3600933,11
南海,34191,神农本草经,北海青，南海赤。十月采。,2,lower,戎盐,TRUE,113.256066,23.134624,136.39069,2
颖川阳城,hvd_116101,神农本草经,出颖川阳城，采无时。,3,upper,黑石脂,TRUE,113.46706,34.16249,147.62955,1
太山山谷,taishan,神农本草经,生太山山谷，九月采。,4,upper,太一禹余粮,TRUE,117.103175,36.2569183,153.3600933,11
东海,hvd_33402,神农本草经,生东海池泽，及山岛中或池泽中。,2,upper,禹余粮,TRUE,118.30271,34.64131,152.94402,1
邯郸山谷,87010,神农本草经,生邯郸山谷，采无时。,4,lower,白垩,TRUE,114.47204,36.59347,151.06551,3
蜀郡平泽,211047,神农本草经,生蜀郡平泽。,2,lower,铅丹,TRUE,104.075475,30.665916,134.741391,2
益州,211050,神农本草经,生益州，采无时。,1,middle,金屑,TRUE,104.286183,30.994009,135.280192,2
桂阳山谷,32836,神农本草经,生桂阳山谷。,2,lower,锡铜镜鼻,TRUE,113.025139,25.802719,138.827858,1
中山川谷,212393,神农本草经,生中山川谷。,2,lower,锻石,TRUE,114.563995,38.140121,152.704116,1
永昌,211954,神农本草经,生永昌，采无时。,2,middle,银屑,TRUE,99.25789,25.15477,124.41266,1
符陵平土,211010,神农本草经,生符陵平土，出于丹砂。,2,middle,水银,TRUE,108.160143,29.294335,137.454478,1
武都山谷,211791,神农本草经,生武都山谷、敦煌山之阳，采无时。,2,middle,雄黄,TRUE,105.655197,33.849018,139.504215,2
敦煌山之阳,211893,神农本草经,生武都山谷、敦煌山之阳，采无时。,2,middle,雄黄,TRUE,94.524344,40.052387,134.576731,1
蓝田山谷,hvd_70749,神农本草经,生蓝田山谷，采无时。,3,upper,玉泉,TRUE,109.14697,34.23927,143.38624,2
蓝田,hvd_70749,神农本草经,生蓝田，采无时。,3,upper,玉屑,TRUE,109.14697,34.23927,143.38624,2
符陵山谷,hvd_115234,神农本草经,生符陵山谷，采无时。,2,upper,丹砂,TRUE,108.17096,29.29206,137.46302,1
武都山谷,211791,神农本草经,生武都山谷，与雄黄同山生。,2,middle,雌黄,TRUE,105.655197,33.849018,139.504215,2
赵国山谷,212381,神农本草经,生赵国山谷，又梁山及南海，采无时。,2,middle,殷孽,TRUE,114.516712,36.591012,151.107724,1
梁山,70312,神农本草经,生赵国山谷，又梁山及南海，采无时。,4,middle,殷孽,TRUE,110.41963,35.39751,145.81714,2
益州山谷,hvd_113523,神农本草经,生益州山谷及 越嶲山有铜处。,1,upper,空青,TRUE,104.078,30.65039,134.72839,4
南海,34191,神农本草经,生赵国山谷，又梁山及南海，采无时。,2,middle,殷孽,TRUE,113.256066,23.134624,136.39069,2
越嶲山有铜处,hvd_116149,神农本草经,生益州山谷及 越嶲山有铜处。,2,upper,空青,TRUE,102.26695,27.89982,130.16677,2
梁山山谷,70312,神农本草经,生梁山山谷。,4,middle,孔公孽,TRUE,110.41963,35.39751,145.81714,2
蜀中山谷,hvd_115804,神农本草经,生蜀中山谷及越嶲，采无时。,2,upper,曾青,TRUE,104.078,30.65039,134.72839,4
东海牧羊山谷,212614,神农本草经,生东海牧羊山谷中，及太山、河西山，矾石液也。,4,middle,石硫黄,TRUE,118.340384,34.636984,152.977368,2
越嶲,hvd_116149,神农本草经,生蜀中山谷及越嶲，采无时。,2,upper,曾青,TRUE,102.26695,27.89982,130.16677,2
太山,taishan,神农本草经,生东海牧羊山谷中，及太山、河西山，矾石液也。,4,middle,石硫黄,TRUE,117.103175,36.2569183,153.3600933,11
河西山,hexi,神农本草经,生东海牧羊山谷中，及太山、河西山，矾石液也。,1,middle,石硫黄,TRUE,101.5818192,35.3002082,136.8820274,2
豫章山谷,hvd_32583,神农本草经,生豫章山谷，采无时。,2,upper,白青,TRUE,115.89772,28.6749,144.57262,1
朱崖山谷武都,hvd_34243,神农本草经,生朱崖山谷武都、朱提，采无时。,2,upper,扁青,TRUE,110.15652,20.26113,130.41765,1
朱提,hvd_112822,神农本草经,生朱崖山谷武都、朱提，采无时。,2,upper,扁青,TRUE,103.71526,27.34327,131.05853,1
齐山山谷,45022,神农本草经,生齐山山谷及琅玡或云山、阳起山，采无时。,4,middle,阳起石,TRUE,117.00031,36.64912,153.64943,5
琅玡,hvd_115519,神农本草经,生齐山山谷及琅玡或云山、阳起山，采无时。,2,middle,阳起石,TRUE,118.38945,35.1538,153.54325,2
云山,45022,神农本草经,生齐山山谷及琅玡或云山、阳起山，采无时。,1,middle,阳起石,TRUE,117.00031,36.64912,153.64943,5
阳起山,yangqishan,神农本草经,生齐山山谷及琅玡或云山、阳起山，采无时。,4,middle,阳起石,TRUE,116.8743628,36.6115209,153.4858837,1
常山山谷,changshan,神农本草经,生常山山谷，又中水县及邯郸。,4,middle,凝水石,TRUE,114.461205,39.0580325,153.5192375,1
羌道山谷羌里句青山,qiangdao,神农本草经,生羌道山谷羌里句青山。,4,upper,石胆,TRUE,104.28436,33.62903,137.91339,3
中水县,87356,神农本草经,生常山山谷，又中水县及邯郸。,3,middle,凝水石,TRUE,115.94853,38.22616,154.17469,1
邯郸,87010,神农本草经,生常山山谷，又中水县及邯郸。,2,middle,凝水石,TRUE,114.47204,36.59347,151.06551,3
太山山谷,taishan,神农本草经,生太山山谷齐、庐山，及琅邪北定山石间，二月采。,4,upper,云母,TRUE,117.103175,36.2569183,153.3600933,11
齐,45022,神农本草经,生太山山谷齐、庐山，及琅邪北定山石间，二月采。,4,upper,云母,TRUE,117.00031,36.64912,153.64943,5
庐山,lushan,神农本草经,生太山山谷齐、庐山，及琅邪北定山石间，二月采。,4,upper,云母,TRUE,115.973333,29.5725,145.545833,1
琅邪北定山,hvd_115519,神农本草经,生太山山谷齐、庐山，及琅邪北定山石间，二月采。,4,upper,云母,TRUE,118.38945,35.1538,153.54325,2
齐山山谷,45022,神农本草经,生齐山山谷及齐卢山、鲁蒙山，采无时。,4,middle,石膏,TRUE,117.00031,36.64912,153.64943,5
齐卢山,45022,神农本草经,生齐山山谷及齐卢山、鲁蒙山，采无时。,4,middle,石膏,TRUE,117.00031,36.64912,153.64943,5
鲁蒙山,mengshan,神农本草经,生齐山山谷及齐卢山、鲁蒙山，采无时。,4,middle,石膏,TRUE,118.0821683,35.4741413,153.5563096,1
少室山谷,songshan,神农本草经,生少室山谷及太山，采无时。,4,upper,石钟乳,TRUE,112.9865424,34.5196623,147.5062047,3
太山,taishan,神农本草经,生少室山谷及太山，采无时。,4,upper,石钟乳,TRUE,117.103175,36.2569183,153.3600933,11
慈山山阴,87978,神农本草经,生大山川谷及慈山山阴，有铁者则生其阳，采无时。,4,middle,磁石,TRUE,114.37425,36.35904,150.73329,1
太山之阳,taishan,神农本草经,生太山之阳，山阴有铜。,4,middle,玄石,TRUE,117.103175,36.2569183,153.3600933,11
汉中山谷,211672,神农本草经,生汉中山谷及卢山，采无时。,2,middle,理石,TRUE,107.036067,33.072893,140.10896,2
卢山,45022,神农本草经,生汉中山谷及卢山，采无时。,4,middle,理石,TRUE,117.00031,36.64912,153.64943,5
益州山谷有咸水之阳,hvd_113523,神农本草经,生益州山谷有咸水之阳，采无时。,1,upper,朴硝,TRUE,104.078,30.65039,134.72839,4
